Klinikname,Gesamtzufriedenheit,Erfahrungsbericht
Niels-Stensen-Kliniken - Marienhospital Osnabrück,4,"Die Pflegemitarbeiter waren sehr freundlich und kompetent. Auch der Oberazt, der meinen Stent eingesetzt hat (Herzkatheter), war sehr freundlich und kompetent."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,0,"Ich bin mit höllischen schmerzen in die Klinik Notfall konnte nicht mehr laufen. Schon bei der Aufnahme die erste überraschung bzw.Diagnose von einer sehr schlauen Mitabeiterin kein Arzt wir können so nichts machen alles weitere.....hier nicht. Auf den Stationen waren alle sehr freundlich und hilfsbereit. Das Ärzteteam hat mich befragt und ich habe mein Leben und die OP,s geschildert besonders LWS und  HWS bereits viermal OP und das Problem mit dem Ischiasnerv und die höllischen Schmerzen.Eine CD vom MRT wurde nachgereicht Untersuchungen gab es keine! Denn ich wurde nur noch mit Schmerzmittel regelrecht zugedröhnt!!! laufen konnte ich trotzdem nicht.Untersuchungen null,null null. Mir wurde gesagt,wir können ihren Rücken nicht verschönern.Eine Schmerztherapie SPRITZEN habe ich  abgelehnt,und genau da war ich unten durch.Folgen mit den gleichen Schmerzen nach Hause.Mit Schmerztherapieen habe ich nur negative Erfahrungen gemacht Lähmungserscheinung Taubheit schwindelgefühle usw.im Netz ist es sehr gut beschrieben,jeder Stich ist riskant,stern.de. und das sollte sich jeder betroffene sehr gut durchlesen PS, ich gehe jetzt bereits seit Monaten zur Schmerztherapie Facettenblockade mit keiner großartigen Wirkung aber Nebenwirkungen reichlich"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,23.04.2017 Leistenbruch links nach 4 tagen OP. OP.2xverschoben einmal OP.Hemd u Thrombosestrümpfe an dann wieder abgesagt nach OP Abend falsches Essen  OP alles Ok. Sonst ein Alptraum Marienhospital
Niels-Stensen-Kliniken - Marienhospital Osnabrück,4,guter ablauf vom anmelden zum zimmer alle professionel
Niels-Stensen-Kliniken - Marienhospital Osnabrück,4,Ich war mit der ärztlichen Versorgung einschließlich Pflegepersonal sehr zufrieden.
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,Wir (mein Mann und ich) sind zur Entbindung unseres ersten Sohnes zum Kreissaal des MHO gekommen. Hier wurden wir sehr herzlich empfangen.  Nach der ersten Untersuchung schien es so als würde sich der Kleine noch Zeit lassen wollen. In dieser Zeit wurden wir sehr umsorgt. Als es dann endlich wirklich los ging waren ständig Hebammen und Ärzte anwesend.  Wir haben uns hier sehr wohl uns sicher gefühlt.  Nach der Entbindung waren wir noch 3 Tage in einem Familienzimmer untergebracht. Hier war die Fürsorge und der Service unschlagbar. Das kann ich nur jeder werdenden Mutter ans Herz legen! Hier hatten wir alle 3 Zeit uns in Ruhe zu erholen.  Fazit: gerne wieder MHO !
Niels-Stensen-Kliniken - Marienhospital Osnabrück,4,"Kompetente und freundliche Mediziner, Pflegepersonal stets freundlich, hilfsbereit und zuvorkommend. Räume sind sauber und gepflegt. Verpflegung ist Verbesserungsfähig: Frühstück und Abendessen stets gleich langweilig. Aufschnitt und Käse fade und ""geschmacksneutral"" (einmal Putenaufschnitt mit Blut - eklig). Völlig matschig zerkochte Makkaroni."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Die Entbindung unseres Kindes verlief relativ komplikationsarm. Wir wurden in einer angenehmen Atmosphäre sehr gut betreut. Nur zu einem kurzen Zeitpunkt war ich mit dem Vorgehen der Ärztin nicht ganz zufrieden, als sie auf meinen Bauch gedrückt hat, um das Kind zu schieben, jedoch nicht im Rythmus meiner Atmung, so dass es mir wenig hilfreich schien. Dennoch: zu jederzeit habe ich mich in guten Händen und sicher aufgehoben gefühlt! Mein Mann war sehr willkommen und wurde stets mit eingebunden. Den gesamten Aufenthalt in der Klinik habe ich als angenehm ruhig empfunden. Die erste Nacht habe ich mit unserem Kind allein in einem 2-Bett-Zimmer übernachten können, die beiden folgenden Nächte konnte ich mit meinem Mann in einem Familienzimmer verbringen. Besonders diese Art der Unterbringung als neue kleine Familie mit eigenem Bad und Frühstück mit Selbstbedienung empfand ich als äußerst angenehm und schön! Ärzte, Hebammen und anderes Personal konnten jederzeit ins Zimmer ""reinschneien"". Davon sollte man sich jedoch nicht stören lassen, selbst wenn man z.B. grad spärlich bekleidet ist. Schließlich ist es ein Zeichen dafür, wie gut man betreut wird. Nahezu alle Gespräche empfand ich als sehr freundlich, angenehm und hilfreich. Man hat sich viel Zeit für unser Anliegen und unsere Fragen genommen. Herzlichen Dank an das Personal! Insgesamt waren wir sehr zufrieden und würden dieses Krankenhaus erneut für eine Entbindung wählen."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Sehr gute Betreuung vor, während und nach der Entbindung.  Das Team auf der Station A6 ist spitze. Sehr zuvorkommend und immer für einen da. Wir haben wertvolle Tips erhalten und fühlten uns ins besten Händen.  Auch während der Entbindung war die Betreuung durch die Hebame perfekt. Wir waren rundum zufrieden und würden das MHO wieder wählen."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Meine Schwangerschaft verlief leider mit Komplikationen, sodass ich schon vorzeitig Bekanntschaft mit dem MHO machen durfte. Während der Behandlung wegen vorzeitiger Wehen konnte ich auf ein sehr freundliches Team treffen. Sowohl die Hebammen, Krankenschwestern, Ärzte als auch das andere Krankenhauspersonal waren sehr zuvorkommend und hilfsbereit. Meine Wahl für die Entbindung wurde somit im Wesentlichen erleichtert. Es sollte auch eine normale Geburt werden. Aber auch hier gab es wieder Komplikationen. Im Kreissaal selber wurde, trotz der Situation, ein Gefühl der Sicherheit und Geborgenheit vermittelt, sodass der Kaiserschnitt gut überstanden wurde.  Mit meinem Mann habe ich dann ein Familienzimmer geteilt. Gerade mit dem Kaiserschnitt war ich sehr dankbar für die Hilfe, die ich dort erleben durfte. Egal, zur welcher Tageszeit, immer war jemand mit Rat und Tat zur Stelle. Besonders die Krankenschwestern haben sich viel Zeit für uns genommen und ein äußerst angenehmes Klima geschaffen.   Wir sind froh, dass wir uns für das MHO entschieden haben und denken, dass es die richtige Entscheidung war. Vielen Dank an das großartige Team!"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Nachts Einlieferung mit RTW wegen Blasensprung. Sehr gute, freundliche und kompetente Betreuung im Kreißsaal. Mein Mann ist nochmal nach Hause gefahren, ich bin auf die Station gekommen, weil noch keine Wehen vorhanden waren. Die Wehen kamen frühmorgens. Es wurde über 12 Stunden alles versucht, um eine natürliche Geburt möglich zu machen. Vielen, vielen Dank an alle Beteiligten im Kreißsaal, die sich so viel Zeit genommen haben. Ihr, mein Mann und ich haben wirklich alles versucht, was möglich war um den kleinen Dickkopf auf natürlichem Wege willkommen zu heißen. Das ist mir sehr wichtig gewesen. Wegen Geburtsstillstand war der Kaiserschnitt nötig, was sich letztlich jedoch als Glück erwies, da Uterusruptur drohte und bereits teilweise Gewebe gerissen war. Unser Baby war nach der Geburt direkt bei mir und meinem Mann im OP, wo meine Bauchwunde noch umfassend versorgt wurde. Ich freue mich sehr über die Erhaltung meiner Gebärfähigkeit, risikobehaftet zwar, aber eben noch vorhanden. Danach Aufwachraum, dann Wöchnerinnenstation. Ich habe mich dort auch rundum sehr wohl und gut betreut gefühlt. Die Mitarbeiter sind immer ansprechbar, haben hilfreiche Tipps und Kniffe parat und haben sich auch mal für einen kurzen Schnack nebenher Zeit genommen, obwohl die Station anfangs voll belegt war und ich über das Wochenende betreut wurde. Die Arztvisiten, auch Chefarztvisite, haben Einiges verständlich werden lassen, ganz ohne Fachchinesisch. Ich wollte gerne schnell nach Hause und habe mich über das frühe Mobilisieren und die erste Dusche nach Entfernen der Drainage sehr gefreut. Als mir angeboten wurde einen Tag früher entlassen zu werden, sofern für das Kind und mich die Entlassung ärztlich abgesegnet wird, habe ich das gerne angenommen. Danke an das Team, die meinen Wunsch von einer schnellen Entlassung im Hinterkopf behalten haben.  Ich habe mich fachlich und menschlich rundum sehr gut aufgehoben gefühlt und werde euch gerne weiterempfehlen, bzw. selbst wiederkommen :)"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,4,"Ich bin am 9.12.2016 von meinem HNO Arzt in Rheine mit dringender Empfehlung zum  Marienspital geschickt worden, nach dem die Kortisontablettenterapie ueber 12 Tage meinen Hoersturz auf dem rechten Ohr nicht verbesserte. Nachmittags angekommen wurde mir nach einer Untersuchung gesagt, man wuerde mir am spaeten Nachmittag keine Infusion mehr geben, ausserdem sei fuer mich kein Bett frei! Ich moege doch bitte anderntags um 9.00 h kommen, dann wuerde man sich sofort kuemmern. Ich habe dann ein Hotelzimmer genommen und war puenktlich um 9.00 h da. Um 10.00 hatte ich ein Bett und musste dann bis 16.00 h warten bis mir eine Aerztin einen Zugang gelegt hat. Um 16.15 h bekam ich meine erste Infusion! Ich befuerchte nun, da mein Zeitfenster so massiv ueberschritten wurde, dass ich     irreparable Schaeden davon trage. NICHTS GEGEN DIE AERZTE UND KRANKENSCHWESTERN! Sie sind aeusserst nett und kompetent, aber hoffnungslos unterbesetzt! Absolut bewundernswert, wie tapfer sie sich hier schlagen und dabei noch so freundlich bleiben. Unverantwortlich den Patienten und dem Klinikpersonal gegenueber, dass die Klinikleitung hier offensichtlich an Personal spart! Hier versagen die Verantwortlichen auf verantwortungslose Weise! Sparzwaenge ? Das darf nicht sein, hier geht es um Menschenleben! Also: Krankenhaus top, Klinikleitung und Politik flop!"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Hallo,  Nach dem Lesen der Kommentare war ich schockiert über die Vorstellungen mancher Frauen von einer Geburts und vor allem von der Betreuung nach der Entbindung.   Ich  selbst habe ebenfalls im Marinhospital meinen Sohn entbunden und kann nur positives über meinen Aufenthalt berichten.    Natürlich gab es auch Situationen, wo ich eine zeitlang auf ein Kühlkissen oder eine Schmerztablette ein wenig warten musste, aber ist das nicht verständlich?   Ich ziehe eher den Hut vor den Schwestern, wenn man sich mal vor Augen führt wieviele Patienten + ihre Säuglinge eine Schwester in einer Schicht zu betreuen hat.  Viele verwechseln meiner Ansicht nach einen Krankenhausaufenthalt mit einem Hotelbesuch. Eine Eins-zu-Eins Betreuung ist wohl schwer machbar und gar unmöglich.  Bei der Äußerung, dass eine erwachsene Frau nicht im Stande ist alleine duschen zugehen (man kann ja auch in Begleitung von Ehemann duschen gehen, wenn man es sich nicht alleine traut) da fehlen mir wirklich die Worte...es liegt wohl sicherlich nicht an den Schwestern. Und in welchem Krankenhaus hört man seine Mitpatienten nicht? Soweit ich weiß hat man immer Schmerzen bei einer Entbildung, egal im welchen Krankenhaus man sein Kind zur Welt bring. Da sollte man sich eher bei der Patientin über ihre Lautstärke beschweren...unfassbar...das ist doch keine konstruktive Kritik   Ich möchte hier niemanden persönlich angreifen aber solche Kommentare sind für mich unbegreiflich. Es ist immer noch ein Krankenhaus...  Bei meinem Aufenthalt haben sich die Hebammen, Schwestern sowie auch die Ärzte sorgsam um mich und meine Familie gekümmert. Zu dem Zeitpunkt war die Station auch voll belegt, dennoch haben wir uns willkommen gefühlt und in guten Händen!  Das Essen war lecker, Versorgung super und das Zimmer völlig zufriedenstellend.   Auf Grund dessen kann ich das Marienhospital nur weiterempfehlen und würde auch meine weiteren Kinder dort entbinden.  LG H."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Am 20.11.2016 kam unsere Tochter im MHO zur Welt. Kurz vor Ende musste unerwartet ein Kaiserschnitt gemacht werden, sodass ich sehr angeschlagen war. Ich kam auf die Station A6, wo ich sehr herzlich und liebevoll von den Krankenschwestern aufgenommen und aufgefangen wurde. In den vier Tagen, die wir dort verbracht haben, wurden unsere Tochter und ich dort gepflegt und gehegt, wie man es sich kaum wünschen und vorstellen kann. Die diensthabenen Krankenschwestern bezeichne ich als Engel, die keine Wünsche offen ließen. Ich kann ebenfalls aus vollstem Herzen sagen, dass es eine tolle Klinik zum Entbinden ist; das Gynäkologenteam hat sehr professionell reagiert und beste Arbeit geleistet; die Betreuung nach der Geburt sowie die Unterstützung in den folgenden Tagen war auf der ganzen Linie einfach spitze! Ich empfehle die Klinik guten Herzens auf jeden Fall weiter und bedanke mich für die tolle Betreuung auf diesem Wege. Vielen vielen Dank!"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Das Marienhospital Osnabrück ist die perfekte Geburtsklinik!!! Das Marienhospital hat sehr hervorragende Gynäkologinnen und Gynäkologen, professionelle Hebammen, sowie Gesundheits- und Krankenpflegerinnen, sie ist somit die allerbeste Geburtsklinik weit und breit!!! Egal, welche gynäkologischen Beschwerden eine Frau während einer Schwangerschaft und Geburt auch hat, hier bekommt jede Frau die allerbeste Behandlung/Therapie und Betreuung, die sie benötigt.  Ich spreche hier aus eigener Erfahrung, habe selbst mehrere Wochen während meiner Schwangerschaft stationär im MHO (Stationen A3 und C5) gelegen. Es war nicht unbedingt eine einfache Zeit für mich, aber Leute, ich sage euch, diese Klinik ist eine echte Sensation, ich bin total begeistert!!! Beim nächsten Mal definitiv wieder MHO!!! Herzlichen Dank nochmal an ALLE, die mich in dieser Zeit unterstützt und gestärkt haben –  Herzlichen Dank dem gesamten gynäkologischen Team (den Ärzten/Ärztinnen, Hebammen und den Gesundheits- und Krankenpflegerinnen) des MHO Osnabrück – IHR SEID DIE ALLERBESTEN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Herzliche Grüße C. Hilker"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Ich war vom 7.11.-11.11.16 stationär und war sehr zufriden mit allen,sehr freundliches und zuvorkommendes Personal. Danke für alles."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,2,"Ich habe mich nach einer netten Führung und dem Gespräch/Untersuchung zur Geburtsplanung mit einer sehr engagierten Oberärztin dazu entschieden unser zweites Kind im MHO zu entbinden.  Zum Kreißsaal kann ich nicht viel sagen, da die Geburt sehr schnell ging und ich nicht so lange da war. Die Hebamme war nett und kompetent allerdings hätte ich mir ein bißchen mehr Einfühlungsvermögen und Interesse gewünscht. Ich habe mich wie eine Nummer gefühlt und das finde ich sehr schade. Auch wenn das vielleicht die xte Geburt für das Personal war, ist es dennoch etwas sehr Persönliches und Einzigartiges für die betreffenden Personen. Mein Mann musste am Schluss eine Hebamme darauf aufmerksam machen, dass unser Kind noch kein Bändchen um den Arm hat. Sehr bedenklich bei über 1000 Geburten im Jahr. Ganz furchtbar empfand ich die drei Tage auf der Wöchnerinnenstation. Die Schwestern wussten, trotz Übergabe am Bett, nicht Bescheid. Man musste auf georderte Sachen ( Kühlvorlagen z.B) teilweise stundenlang warten. Einen ärztlich angeordneten Tropf habe ich erst einen halben Tag später bekommen, der aber aufgrund eines verstopften Zugangs direkt wieder abgemacht wurde und schließlich dann auch ganz vergessen wurde. Man muss auch wissen, dass man bei geöffneten Fenster ( im Sommer normal) die Frauen im Kreißsaal schreien hört. Das war für mich wirklich nahe am Psychoterror nach einer Geburt.  Am schlimmsten und das empfand ich wirklich für mich unter aller Würde war, das ich ungeduscht nach einer Geburt im Hochsommer nach Hause musste.  Aufgrund von Kreißlaufproblemen und Schmerzen habe ich mich alleine nicht getraut, es hatte aber auch keine Schwester Zeit. Lediglich zum 5 Minuten waschen reichte die Zeit einer Schwester. Ich könnte hier noch so viel mehr schreiben über das was schiefgelaufen ist, es würde aber den Platz sprengen. Positiv hervorheben muss ich, dass die Ärzte wirklich sehr engagiert waren und bei Problemen sehr fix und gründlich gearbeitet haben. Leider war aber auch der Arztbericht für meinen Frauenarzt fehlerhaft/ungenau und das hat ihn sehr verärgert. Bei zwei Entbindungem in zwei verschiedenen Häusern muss ich sagen, es steht und fällt leider alles mit dem Personal. Diesmal hatte ich Pech und die Geburt meines Kindes wird mir nicht unbedingt in positiver Erinnerung bleiben. Sehr schade, dass daran eigentlich nur der Personalschlüssel Schuld ist."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,0,"ich wollte mich wegen eines extrem schmerzhaften  Nuerinoms im Lendenwirbelbereich beraten lassen. Nach ein paar Fragen bezüglich der Schmerzdauer wurde ich aufgefordert, (noch in meiner Jacke) einige Schritte - ca. 2-3m vor und zurück - zu gehen. Mehr brauchte dieser Arzt -neben den vorliegenden Thomographieaufnahmen- nicht, um mir zu erklären, ich hätte gar kein Neurimon: ""Wie kommen sie darauf, dass sie ein Neurinom haben; Wer sagt das?"" Auch trotz meines Hinweises, dass dies die Diagnose des Röntgenarztes sei, blieb er bei der Aussage: ""Da ist nichts!"" Nachdem er dann den Bericht gelesen hatte, musste er doch die Existenz des Neurinoms zugeben, blieb aber bei der Aussage, die Schmerzen kämen nur vom Verschleiss -wegen dieses Verschleißes bin ich breits seit mehr als 10 Jahren in Behandlung und der neue extreme Schmerz (Behandlung mit BTM!)trat erst seit ca 3 Monaten auf. Eine Operation sei medizinisch nicht notwendig, aber wenn ich unbedingt operiert werden wollte, würde ich auch operiert werden. Als ich wegen dieses -für mich nicht nach vollziehbarenen- Beharrens auf Verschleiß trotz eines 7mm x8mm x8mm unmittelbar am Nerv bzw. im Nervenbündel liegenden Neurinoms und Angebot einer ""Gefälligkeitsoperation"", habe ich ein weiteres Gespräch für sinnlos gehalten und dies auch so erklärt. Daraufhin wurde ich beschimpft: ""Ihr Benehmen ist Scheiße! Ich bin doch nicht ihr Sklave!"" (wörtlich!)   Ich glaube, ein weiterer Kommentar ist hier nicht mehr notwendig!"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,2,"Ich bin leider überhaupt nicht zufrieden mit dem Kreißsaal in diesem Krankenhaus. Falls ich noch einmal ein Kind zur Welt bringen sollte, dann ganz bestimmt nicht dort! Ich fühlte mich so allein gelassen während der Geburt, die Hebammen kamen immer nur kurz rein wenn irgendein Gerät gepiept hat, niemand hat mir zur Seite gestanden und mich unterstütz, ich dachte dies sei Aufgabe der Hebammen während der Geburt? Aufklärung oder Erklärungen: Fehlanzeige! Es lag sicherlich daran, dass alle Kreißsäle voll waren und nicht genug Personal da war. Mir wurde dann recht früh zu einer PDA geraten, was ich zu dem Zeitpunkt noch gar nicht für nötig hielt, aber auf Drängen der Hebamme hin, stimmte ich zu. Wahrscheinlich wollte man mich so etwas ruhig stellen und im Kreißsaal ""parken"" damit man sich um die anderen Frauen kümmern konnte, bei denen die Geburt zügiger voran ging. Leider saß die PDA wohl nicht richtig und es gab keine Schmerzlinderung für mich, vor allem der Wehentropf der mir verabreicht wurde, machte die Schmerzen unerträglich. Wir waren die ganze Zeit alleine damit! Die 2. PDA die dann gemacht werden sollte, konnte nicht gesetzt werden, warum weiß ich nicht. Es wurde ewig an meiner Wirbelsäule herumgestochen, erklärt oder mich beruhigt hat hier auch niemand. Ende vom Lied war, dass aufgrund totaler Entkräftigung nach stundenlangen Wehen und Geburtsstillstand ein Kaiserschnitt gemacht werden musste.  Es waren nicht alle Hebammen und Ärzte schlecht dort und ich denke, dass vieles einfach dem Personalmangel geschuldet war, aber man hat sich einfach nicht gut aufgehoben gefühlt. Auf der Wöchnerinnen Station ging es auch nicht besser weiter, einige Schwestern waren sehr unfreundlich und jede hat einem etwas anderes bzgl des Stillens geraten: Verwirrung! Ich könnte noch viel mehr schreiben, aber dazu reicht der Platz hier leider nicht. Alles in allem habe ich eine sehr schlechte Erinnerung an diesen eigentlich schönen Tag."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Ich war zu einer Korrektur der Nasenscheidewand für 3 Tage stationär. Ärzte und Pfleger waren sowohl kompetent wie auch SEHR freundlich. Einzig die Station selbnst ist schon etwas in die Jahre gekommen.  Die Vorbereitung auf die Operation (vorstationär) war propblemlos. Ab und zu kam es zu Wartezeiten, aber dass ist nunmal so. Wenn jemand glaubt er müsse nach 5 Minuten behandelt werden, dann ist dass das Problem dieser Menschen, nicht der Ärzte oder Pfleger.  Die Vorbereitung am OP Tag war problemlos, das Anästhesiepersonal und der Operateur SEHR nett, freundlich und kompetent.  Nach der Operation kam regelmäßig eine Schwester und fragte nach Befinden udn ob ich Schmerzmittel benötige.  Ich habe mich sehr gut aufgeboen gefühlt. Vielen Dank!"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,"Ich befand mich vom 14. bis 16. 9.2016 in der Kardiologie/ St. E des MHO zur Herzkatheteruntersuchung und evt. Ablation.  Ich möchte mich bei dem ges. Personal für die hohe Kompetenz, Freundlichkeit und Hilfe bedanken. Jederzeit würde ich die Abteilung wieder aufsuchen."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,6,Ich habe vom 12.9.16 bis zum 15.9.16 auf Station E 3 verbracht und möchte mich herzlich für die freundliche kompetente Behandlung und Geduld bedanken.Dass Pflegepersonal war jederzeit für die Patienten ansprechbar immer freundlich und sehr hilfsbereit.Prof.Milberg und sein Team werden mir in angenehmer Erinnerung bleiben. Herzlichen Dank für die gute Behandlung
Niels-Stensen-Kliniken - Marienhospital Osnabrück,2,"Mit einer Platzwunde, einer Gehirnerschütterung und Prellungen wurde ich ins Krankenhaus eingeliefert. Dort angekommen bat man mich, beinahe kollabiert im Krankenwagen, zuerst ein Formular auszufüllen (mit den Worten:"" füllen Sie das erst mal aus"") Ich war aber gar nicht in der Verfassung dieses auszufüllen, da wie erwähnt ich eine Gehirnerschütterung hatte und ich unter Schwindel und Übelkeit litt.  Nachdem meine Beste Freundin das für mich übernommen hatte wurden wir in einen leeren abgesonderten Wartebereich gebracht und man schenkte uns keine Aufmerksamkeit mehr. Als dann mein Erbrechen anfing und meine Freundin um ein Glas Wasser bat, weil sich keiner um uns kümmerte, war die zu erreichende Pflegekraft erst nicht gewillt uns dieses zu geben (mit den Worten:"" Wasser brauch sie jetzt nicht auch noch...""). Als dann endlich ein Arzt kam, behandelte er mich immer noch nicht, sondern wollte mich überreden mich impfen zu lassen. Er redete auf mich ein bis icj dann sagte, dass ich mich übergeben müsse. Sobald ich mich übergab verschwand er wieder. Insgesamt wartete ich 5 Stunden, dass die Wunde genäht wurde. In dieser Zeit war es mir nicht gestattet zu essen oder zu trinken. Außer das eine Mal als uns widerwillig etwas gegeben wurde. Unter dem Vorwand ich dürfe nichts zu mir nehmen, da ich noch genäht werde.  Als ich dies dem Chirurg und den Schwestern sagte, stutzen sie und sagten, dass könne doch gar nicht sein.   Ich habe noch nie so unorganisiertes Personal gesehen."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,0,Als Patient  wurde ich sehr  unfreundlich behandelt.
Niels-Stensen-Kliniken - Marienhospital Osnabrück,0,"Extrem unfreundlich. Die Klinikdeivse scheint  zu sein:  Sie können nichts mehr hören,  kommen sie bloss nicht, Wir definieren das als Zipperlein und die Ärztin war dann noch unfreundlicher.  Noch Fragen?"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,2,"Nachdem mein Termin für eine Herzkatheteruntersuchtung 2 mal verschoben wurde, bekam ich endlich einen Termin für Freitag,den 12.08.. Es wurde im Vorfeld erklärt, dass ich für diesen Eingriff 2 Übernachtungen einplanen müsse. Der Empfang und die Aufnahme verliefen reibungslos, das Personal war nett und freundlich. Während der Untersuchung wurde bei mir einiges an Schmerz- und Betäubungmitteln gespritzt, sodass ich nach Beendigung nicht in der Lage war, den Befund der Ärzte entgegenzunehmen. Man versprach mir, es käme im Laufe des Nachmittages noch jemand vorbei. Es meldete sich niemand. Am Samstag eröffnete mir die Schwester, dass die Station ab samstagsnachmittags geschlossen würde und ich somit noch auf eine andere Station verlegt werden müsse. Im Laufe des Vormittags kam dann eine diensttuende Ärztin, die mir keine Auskunft über den Verlauaf des Eingriffes geben konnte, da sie ja nicht dabei gewesen sei. Auf Nachfrage bei den Schwestern, wann ich denn über den Befund informiert würde, baten diese die Ärztin, sich anhand des Arztbriefes zu informieren und mit mir ein Gespräch zu führen,was dann auch geschah. Allerdings war ich mit der Info nicht zufrieden. Ich bat sie um Entlassung, statt Verlegung,  was sie jedoch ablehnte, da ich noch einer  intensiven Beobachtung bedürfe. Diese entpuppte sich als eine Umquartierung, bei der abends und morgens die Vitalzeichen kontolliert wurden.Nachts bekam ich Schmerzen in der Schulter, die in den Brustkorb ausstrahlten. Ich erhielt ein Schmerzmittel mit nur wenig Erfolg. Gegen Morgen wurden die Beschwerden mehr und das Pflegepersonal bat mich, das mit der Ärztin zu besprechen. Diese meinte, dann solle ich noch bleiben. Meine Erfahrungen sagten mir, dass das keine Lösung ist, zumal sie es nicht einmal für nötig hielt, etwas intensiver nachzufragen oder mich zu untersuchen. Also bin ich jetzt ziemlich genervt zu Hause, habe weiterhin die Beschwerden und freue mich auf den Besuch bei meinem Hausarzt morgen."
Niels-Stensen-Kliniken - Marienhospital Osnabrück,2,"Eigentlich dürfte man von vornherein nicht anfangen zu schreiben, da der Bericht sonst schnell mehrere Seiten umfängt!  Strichpunkte aber wie :   - vor der Geburt  -> Dokumentation = mangelhaft!! -> je nach Hebamme erträglich! -> die beworbene Hebammen Sprechstunde , ein Witz!!   - Geburt -> je nach Hebamme (wir hatten am Ende Glück und eine sehr freundliche nette!! Vorher eher unfreundlich und gefühlt Inkompetent!)  - Wochenbett(Station) -> Durch mangelnde Dokumentation und zum Teil genervte Schwestern, zwischen mangelhaft und ungenügend!! So lang man still schweigen bewahrt und alles hinnimmt, könnte es klappen das man sich aufgehoben fühlt! Ansonsten eher nicht! Schön ist auch, wenn man völlig ignoriert wird! Übergaben nur mangelhaft sind und nur gelesen wird, was das eigene Wohlbefinden stärkt!"" (Das der Schwestern"", mitnichten das der Wöchnerinnen!!)   Man fühlt sich im übrigen auch richtig gut, wenn das eigene Kind schlecht gemacht wird! Das andere Baby ist ja viel süßer! Danke! Genau das möchte man als frischgebackene Mutter hören! ""Die Milch reicht nicht!"" Nun, das soll vorkommen am 2. tag!  Hier könnten nun noch gefühlte 1000 Punkte stehen.. Aber das erspart man sich besser!   Alles in allem : es gab durchaus sehr freundliche Schwestern! Die stillberatung war sehr nett!! Aber wir würden diese Klinik keineswegs mit gutem Gewissen weiterempfehlen! Gerade was die Dokumentation betrifft! (Gut wenn man den arztbrief einmal selbst liest! Um zu wissen das man ""eigentlich"" Medikamente nehmen sollte! Die dort stehen mit Dosierung! Daumen hoch liebe Schwestern!'j   Ein letztes noch an die Klinikleitung -> In einem Haus, mit sovielen Geburten ""nicht"" die Möglichkeit anzubieten einmal am Tag einen Standesbeamten der das Kind aufnimmt zwecks Geburtsurkunde anzubieten - ist traurig!!   Mfg"
Niels-Stensen-Kliniken - Marienhospital Osnabrück,0,"Dieser Arzt ist nicht gut,nimmt sich nicht die Zeit für die Patientin geschweige noch das er weiter hilft ist sehr schnell in Medikamente verschreiben klärt keinen richtig auf.man hat einen Bandscheibenvorfall und er sagt wäre keiner,was ja nicht sein kann um sonst hat man die Schmerzen nicht. Die bis in den beinen gehen.ich selber habe mich auch nicht bei ihn aufgehoben gefühlt so das man sagen kann der Arzt ist gut.nein das ist er nicht. Der ist so was von schlecht. Ich habe es sehr soll mit den Rücken und da bringen keine medis was geschweige noch Massagen oder sonst was da es wieder kommt."
